IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Bhutan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Bhutan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Bhutan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Bhutan,Percentage,89.58755916
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Bhutan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Bolivia (Plurinational State of),Percentage,94.69657337
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Bolivia (Plurinational State of),Percentage,83.17748357
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Bolivia (Plurinational State of),Percentage,80.42598861
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Iran (Islamic Republic of),Percentage,91.49332061
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Iran (Islamic Republic of),Percentage,92.92984369
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Iraq,Percentage,58.06228905
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Iraq,Percentage,55.93697243
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Iraq,Percentage,63.53307524
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Iraq,Percentage,61.42227361
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Iraq,Percentage,69.26248639
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Jamaica,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Jamaica,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Jordan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Jordan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Jordan,Percentage,80.76923077
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Kazakhstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Kazakhstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Kazakhstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Kazakhstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Kazakhstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Kenya,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Kenya,Percentage,10.32846022
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Kenya,Percentage,84.67157084
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Kenya,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Kenya,Percentage,99.82899202
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Kiribati,Percentage,1.157742402
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Kiribati,Percentage,1.972062449
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Kiribati,Percentage,2.141680395
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Kiribati,Percentage,11.35288553
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Bolivia (Plurinational State of),Percentage,79.28707162
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Bolivia (Plurinational State of),Percentage,95.00056237
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Bosnia and Herzegovina,Percentage,34.61538462
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Botswana,Percentage,87.02081051
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Brazil,Percentage,68.7595854
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Brazil,Percentage,68.567307
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Brazil,Percentage,68.18092994
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Brazil,Percentage,68.51387031
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Brazil,Percentage,59.29040154
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Brunei Darussalam,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Brunei Darussalam,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Brunei Darussalam,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Brunei Darussalam,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Brunei Darussalam,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Bulgaria,Percentage,98.85404101
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Bulgaria,Percentage,94.47698745
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Burkina Faso,Percentage,40.47449585
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Burkina Faso,Percentage,63.01101591
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Burkina Faso,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Burkina Faso,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Burundi,Percentage,66.34382567
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Cabo Verde,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Cabo Verde,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Cabo Verde,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Cabo Verde,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Kiribati,Percentage,91.31602507
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Kuwait,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Kuwait,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Kuwait,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Kuwait,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Kuwait,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Kyrgyzstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Kyrgyzstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Kyrgyzstan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Kyrgyzstan,Percentage,97.38939269
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Kyrgyzstan,Percentage,97.48410659
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Lebanon,Percentage,86.90404345
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Lebanon,Percentage,93.07036247
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Lebanon,Percentage,92.70718232
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Lebanon,Percentage,81.33333333
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Lebanon,Percentage,83.50903614
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Lesotho,Percentage,68.22233607
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Lesotho,Percentage,72.5440806
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Lesotho,Percentage,81.46453089
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Lesotho,Percentage,81.18662025
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Lesotho,Percentage,90.99868594
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Liberia,Percentage,78.98550725
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Liberia,Percentage,55.58659218
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Liberia,Percentage,59.44798301
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Libya,Percentage,72.09302326
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Libya,Percentage,0
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Cambodia,Percentage,57.52120436
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Cameroon,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Cameroon,Percentage,92.33876521
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Cayman Islands,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Cayman Islands,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Central African Republic,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Central African Republic,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Central African Republic,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Chad,Percentage,78.81508079
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Chad,Percentage,82.2079314
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Chad,Percentage,79.92485239
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Chad,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Chile,Percentage,82.95424491
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Libya,Percentage,36.65338645
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Luxembourg,Percentage,93.47826087
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Madagascar,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Madagascar,Percentage,4.370629371
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Madagascar,Percentage,27.93065153
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Madagascar,Percentage,45.49748744
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Malawi,Percentage,88.87433449
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Malawi,Percentage,89.80565371
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Malawi,Percentage,91.39134254
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Malawi,Percentage,92.83362683
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Malawi,Percentage,93.44776065
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Malaysia,Percentage,66.72575523
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Chile,Percentage,82.73609556
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Chile,Percentage,83.74358066
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Chile,Percentage,83.95721925
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Chile,Percentage,78.60446137
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,China,Percentage,78.44423111
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,China,Percentage,99.68101558
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,China,Percentage,99.6073764
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,China,Percentage,78.13916412
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,China,Percentage,81.15198927
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,"China, Hong Kong SAR",Percentage,82.19354839
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,"China, Hong Kong SAR",Percentage,60.31573217
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,"China, Hong Kong SAR",Percentage,57.33916302
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Malaysia,Percentage,74.64060048
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Malaysia,Percentage,72.18881051
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Malaysia,Percentage,45.42577854
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Malaysia,Percentage,70.98307021
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Maldives,Percentage,70.30162413
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Maldives,Percentage,6.25
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Maldives,Percentage,4.62962963
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Mali,Percentage,5.255023184
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Mali,Percentage,6.131767776
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Mali,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Malta,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Malta,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Marshall Islands,Percentage,88.42504744
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,"China, Hong Kong SAR",Percentage,57.75553967
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,"China, Hong Kong SAR",Percentage,56.72235481
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,"China, Macao SAR",Percentage,67.57457847
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,"China, Macao SAR",Percentage,28.93939394
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,"China, Macao SAR",Percentage,74.57627119
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,"China, Macao SAR",Percentage,69.56521739
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,"China, Macao SAR",Percentage,72.53141831
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Colombia,Percentage,16.91907241
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Colombia,Percentage,7.013450453
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Colombia,Percentage,18.8738628
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Colombia,Percentage,15.90814692
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Colombia,Percentage,12.92195705
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Marshall Islands,Percentage,96.59367397
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Marshall Islands,Percentage,94.82129832
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Marshall Islands,Percentage,81.88976378
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Marshall Islands,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Mauritius,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Mauritius,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Mauritius,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Mauritius,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Mauritius,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Mexico,Percentage,80.64668509
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Mexico,Percentage,82.94020433
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Mexico,Percentage,88.59869658
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Mexico,Percentage,85.28404036
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Comoros,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Congo,Percentage,0
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Congo,Percentage,20.91567852
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Cook Islands,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Cook Islands,Percentage,0
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Cook Islands,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Costa Rica,Percentage,5.019305019
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Costa Rica,Percentage,99.31192661
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Costa Rica,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Costa Rica,Percentage,88.9290012
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Côte d'Ivoire,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Côte d'Ivoire,Percentage,17.65490096
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Côte d'Ivoire,Percentage,15.2916577
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Mexico,Percentage,83.67402356
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Micronesia (Federated States of),Percentage,86.80203046
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Micronesia (Federated States of),Percentage,36.70588235
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Micronesia (Federated States of),Percentage,57.14285714
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Micronesia (Federated States of),Percentage,6.104651163
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Mongolia,Percentage,85.70378537
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Mongolia,Percentage,85.97449909
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Mongolia,Percentage,81.2482663
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Mongolia,Percentage,87.9616307
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Mongolia,Percentage,88.29325976
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Montenegro,Percentage,14.54545455
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Montenegro,Percentage,20.58823529
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Côte d'Ivoire,Percentage,74.73783065
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Cuba,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Cuba,Percentage,88.60091474
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Cuba,Percentage,79.98829725
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Cuba,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Cuba,Percentage,97.51865066
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Curaçao,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Democratic People's Republic of Korea,Percentage,11.54126863
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Democratic People's Republic of Korea,Percentage,6.871742237
