COUNTRY,YEAR,DISEASE NAME,SEX CODE,DEATH RATE PER 100K
CIV,2021,Peptic ulcer disease,FEMALE,2.61
CIV,2021,Infertility,FEMALE,0
CIV,2021,Congenital anomalies,FEMALE,13.35
CIV,2021,Natural disasters,FEMALE,0
CIV,2021,Gonorrhoea,FEMALE,0
CIV,2021,Tetanus,FEMALE,0.44
CIV,2021,Acute hepatitis A,FEMALE,0.09
CIV,2021,Schistosomiasis,FEMALE,0.85
CIV,2021,Ascariasis,FEMALE,0.44
CIV,2021,COVID-19,FEMALE,19.89
CIV,2021,Neonatal sepsis and infections,FEMALE,5.76
CIV,2021,Breast cancer,FEMALE,14.76
CIV,2021,Mesothelioma,FEMALE,0
CIV,2021,Anxiety disorders,FEMALE,0
CIV,2021,Epilepsy,FEMALE,1.46
CIV,2021,Macular degeneration,FEMALE,0
CIV,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,2.77
CIV,2021,Appendicitis,FEMALE,0.26
CIV,2021,Gallbladder and biliary diseases,FEMALE,0.97
CIV,2021,Skin diseases,FEMALE,0.04
CIV,2021,Diarrhoeal diseases,FEMALE,25.83
CIV,2021,Encephalitis,FEMALE,1.41
CIV,2021,Acute hepatitis C,FEMALE,0.04
CIV,2021,Lymphatic filariasis,FEMALE,0
CIV,2021,Hookworm disease,FEMALE,0
CIV,2021,Oesophagus cancer,FEMALE,0.27
CIV,2021,Corpus uteri cancer,FEMALE,0.62
CIV,2021,Gallbladder and biliary tract cancer,FEMALE,0.51
CIV,2021,Autism and Asperger syndrome,FEMALE,0
CIV,2021,Migraine,FEMALE,0
CIV,2021,Other hearing loss,FEMALE,0
CIV,2021,Rheumatoid arthritis,FEMALE,0
CIV,2021,Road injury,FEMALE,12.85
CIV,2021,Interpersonal violence,FEMALE,8.99
CIV,2021,Whooping cough,FEMALE,1.65
CIV,2021,Malaria,FEMALE,42.61
CIV,2021,Trachoma,FEMALE,0
CIV,2021,Upper respiratory infections,FEMALE,1.32
CIV,2021,Iodine deficiency,FEMALE,0
CIV,2021,Colon and rectum cancers,FEMALE,2.5
CIV,2021,Prostate cancer,FEMALE,0
CIV,2021,Depressive disorders,FEMALE,0
CIV,2021,Idiopathic intellectual disability,FEMALE,0
CIV,2021,Asthma,FEMALE,4.44
CIV,2021,Pancreatitis,FEMALE,0.82
CIV,2021,Benign prostatic hyperplasia,FEMALE,0
CIV,2021,Gout,FEMALE,0
CIV,2021,Falls,FEMALE,3.31
CMR,2021,Tuberculosis,FEMALE,43.95
CMR,2021,Dengue,FEMALE,0
CMR,2021,Lower respiratory infections,FEMALE,64.62
CMR,2021,Protein-energy malnutrition,FEMALE,3.57
CMR,2021,Vitamin A deficiency,FEMALE,0
CMR,2021,Stomach cancer,FEMALE,1.7
CMR,2021,Ovary cancer,FEMALE,2.67
CMR,2021,Larynx cancer,FEMALE,0.05
CMR,2021,Thalassaemias,FEMALE,0.51
CMR,2021,Childhood behavioural disorders,FEMALE,0
CMR,2021,Non-migraine headache,FEMALE,0
CMR,2021,Chronic obstructive pulmonary disease,FEMALE,6.77
CMR,2021,Gastritis and duodenitis,FEMALE,0.4
CMR,2021,Inflammatory bowel disease,FEMALE,0.49
CMR,2021,Kidney diseases,FEMALE,18.08
CMR,2021,Osteoarthritis,FEMALE,0
CMR,2021,Sudden infant death syndrome,FEMALE,0.58
CMR,2021,Poisonings,FEMALE,0.71
CMR,2021,Exposure to mechanical forces,FEMALE,0.78
CMR,2021,Collective violence and legal intervention,FEMALE,1.43
CMR,2021,HIV/AIDS,FEMALE,45.11
CMR,2021,Meningitis,FEMALE,10.83
CMR,2021,Acute hepatitis B,FEMALE,0.12
CMR,2021,Leishmaniasis,FEMALE,0.08
CMR,2021,Onchocerciasis,FEMALE,0
CMR,2021,Yellow fever,FEMALE,0.07
CMR,2021,Trichuriasis,FEMALE,0
CMR,2021,Mouth and oropharynx cancers,FEMALE,1.85
CMR,2021,Cervix uteri cancer,FEMALE,13.44
CMR,2021,Testicular cancer,FEMALE,0
CMR,2021,Diabetes mellitus,FEMALE,18.22
CMR,2021,Eating disorders,FEMALE,0
CMR,2021,Multiple sclerosis,FEMALE,0.14
CMR,2021,Other vision loss,FEMALE,0
CMR,2021,Self-harm,FEMALE,3.54
CMR,2021,Chlamydia,FEMALE,0.02
CMR,2021,Trichomoniasis,FEMALE,0
CMR,2021,Measles,FEMALE,0.15
CMR,2021,Acute hepatitis E,FEMALE,0.01
CMR,2021,Chagas disease,FEMALE,0
CMR,2021,Echinococcosis,FEMALE,0.07
CMR,2021,Food-bourne trematodes,FEMALE,0
CMR,2021,Maternal conditions,FEMALE,27.44
CMR,2021,Birth asphyxia and birth trauma,FEMALE,21
CMR,2021,Melanoma and other skin cancers,FEMALE,0.6
CMR,2021,Kidney cancer,FEMALE,0.26
CMR,2021,Brain and nervous system cancers,FEMALE,0.31
CMR,2021,Thyroid cancer,FEMALE,0.3
CMR,2021,Sickle cell disorders and trait,FEMALE,5.62
CMR,2021,Drug use disorders,FEMALE,0
CMR,2021,Parkinson disease,FEMALE,1.44
CMR,2021,Uncorrected refractive errors,FEMALE,0
CMR,2021,Stroke,FEMALE,52.27
CMR,2021,Cirrhosis of the liver,FEMALE,10.51
CMR,2021,Gynecological diseases,FEMALE,0.41
CMR,2021,Whooping cough,FEMALE,5
CMR,2021,Malaria,FEMALE,45.94
CMR,2021,Trachoma,FEMALE,0
CMR,2021,Leprosy,FEMALE,0
CMR,2021,Upper respiratory infections,FEMALE,1.38
CMR,2021,Iron-deficiency anaemia,FEMALE,0
CMR,2021,Pancreas cancer,FEMALE,0.36
CMR,2021,"Lymphomas, multiple myeloma",FEMALE,3.71
CMR,2021,Schizophrenia,FEMALE,0
CMR,2021,Glaucoma,FEMALE,0
CMR,2021,Hypertensive heart disease,FEMALE,13.73
CMR,2021,Paralytic ileus and intestinal obstruction,FEMALE,2.35
CMR,2021,Drowning,FEMALE,5.29
CMR,2021,Diarrhoeal diseases,FEMALE,33.29
CMR,2021,Acute hepatitis C,FEMALE,0.02
CMR,2021,Iodine deficiency,FEMALE,0
CMR,2021,Colon and rectum cancers,FEMALE,2.24
CMR,2021,Prostate cancer,FEMALE,0
CMR,2021,Depressive disorders,FEMALE,0
CMR,2021,Idiopathic intellectual disability,FEMALE,0
CMR,2021,Asthma,FEMALE,5.34
CMR,2021,Pancreatitis,FEMALE,1.02
CMR,2021,Benign prostatic hyperplasia,FEMALE,0
CMR,2021,Gout,FEMALE,0
CMR,2021,Road injury,FEMALE,6.45
CMR,2021,Falls,FEMALE,3.78
CMR,2021,Interpersonal violence,FEMALE,2.68
CMR,2021,Encephalitis,FEMALE,1.73
CMR,2021,Lymphatic filariasis,FEMALE,0
CMR,2021,Hookworm disease,FEMALE,0
CMR,2021,COVID-19,FEMALE,34.63
CMR,2021,Oesophagus cancer,FEMALE,0.62
CMR,2021,Corpus uteri cancer,FEMALE,0.5
CMR,2021,Gallbladder and biliary tract cancer,FEMALE,0.09
CMR,2021,Mesothelioma,FEMALE,0.02
CMR,2021,Autism and Asperger syndrome,FEMALE,0
CMR,2021,Migraine,FEMALE,0
CMR,2021,Other hearing loss,FEMALE,0
CMR,2021,Appendicitis,FEMALE,0.28
CMR,2021,Skin diseases,FEMALE,0.04
CMR,2021,Rheumatoid arthritis,FEMALE,0
CMR,2021,Gonorrhoea,FEMALE,0.01
CMR,2021,Tetanus,FEMALE,0.46
CMR,2021,Acute hepatitis A,FEMALE,0.07
CMR,2021,Schistosomiasis,FEMALE,1.21
CMR,2021,Cysticercosis,FEMALE,0.69
CMR,2021,Ascariasis,FEMALE,0.76
CMR,2021,Neonatal sepsis and infections,FEMALE,4.99
CMR,2021,Breast cancer,FEMALE,16.17
CMR,2021,Anxiety disorders,FEMALE,0
CMR,2021,Alzheimer disease and other dementias,FEMALE,4.89
CMR,2021,Epilepsy,FEMALE,1.65
CMR,2021,Cataracts,FEMALE,0
CMR,2021,Macular degeneration,FEMALE,0
CMR,2021,Ischaemic heart disease,FEMALE,34.46
CMR,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,3.32
CMR,2021,Peptic ulcer disease,FEMALE,2.88
CMR,2021,Gallbladder and biliary diseases,FEMALE,1.28
CMR,2021,Infertility,FEMALE,0
CMR,2021,Congenital anomalies,FEMALE,14.76
CMR,2021,Natural disasters,FEMALE,0
CMR,2021,Syphilis,FEMALE,4.96
CMR,2021,Genital herpes,FEMALE,0
CMR,2021,Diphtheria,FEMALE,0.13
CMR,2021,African trypanosomiasis,FEMALE,0.15
CMR,2021,Rabies,FEMALE,1.84
CMR,2021,Otitis media,FEMALE,0
CMR,2021,Preterm birth complications,FEMALE,35.25
CMR,2021,Liver cancer,FEMALE,1.73
CMR,2021,"Trachea, bronchus, lung cancers",FEMALE,0.92
CMR,2021,Bladder cancer,FEMALE,0.25
CMR,2021,Leukaemia,FEMALE,0.91
CMR,2021,Bipolar disorder,FEMALE,0
CMR,2021,Alcohol use disorders,FEMALE,0.29
CMR,2021,Rheumatic heart disease,FEMALE,1.2
CMR,2021,Urolithiasis,FEMALE,0.07
CMR,2021,Back and neck pain,FEMALE,0
CMR,2021,Oral conditions,FEMALE,0
CMR,2021,"Fire, heat and hot substances",FEMALE,3.17
COD,2021,Trichomoniasis,FEMALE,0
COD,2021,Meningitis,FEMALE,13.53
COD,2021,Acute hepatitis E,FEMALE,0.02
COD,2021,Leishmaniasis,FEMALE,0.54
COD,2021,Echinococcosis,FEMALE,0.24
COD,2021,Trichuriasis,FEMALE,0
COD,2021,Mouth and oropharynx cancers,FEMALE,0.79
COD,2021,Cervix uteri cancer,FEMALE,12.74
COD,2021,Testicular cancer,FEMALE,0
COD,2021,Kidney cancer,FEMALE,0.62
COD,2021,Diabetes mellitus,FEMALE,18.52
COD,2021,Drug use disorders,FEMALE,0.03
COD,2021,Eating disorders,FEMALE,0
COD,2021,Parkinson disease,FEMALE,1.16
COD,2021,Multiple sclerosis,FEMALE,0.01
COD,2021,Uncorrected refractive errors,FEMALE,0
COD,2021,Other vision loss,FEMALE,0
COD,2021,Stroke,FEMALE,50.78
COD,2021,Cirrhosis of the liver,FEMALE,9.53
COD,2021,Gynecological diseases,FEMALE,0.32
COD,2021,HIV/AIDS,FEMALE,14.83
COD,2021,Acute hepatitis B,FEMALE,0.16
COD,2021,Onchocerciasis,FEMALE,0
COD,2021,Yellow fever,FEMALE,0.18
COD,2021,Protein-energy malnutrition,FEMALE,6.29
COD,2021,Stomach cancer,FEMALE,1.68
COD,2021,Ovary cancer,FEMALE,1.79
COD,2021,Childhood behavioural disorders,FEMALE,0
COD,2021,Non-migraine headache,FEMALE,0
COD,2021,Chronic obstructive pulmonary disease,FEMALE,15.98
COD,2021,Gastritis and duodenitis,FEMALE,0.71
COD,2021,Inflammatory bowel disease,FEMALE,0.11
COD,2021,Kidney diseases,FEMALE,14.32
COD,2021,Osteoarthritis,FEMALE,0
COD,2021,Exposure to mechanical forces,FEMALE,0.65
COD,2021,Self-harm,FEMALE,3.91
COD,2021,Tuberculosis,FEMALE,48.33
COD,2021,Genital herpes,FEMALE,0
COD,2021,Dengue,FEMALE,0
COD,2021,Lower respiratory infections,FEMALE,74.94
COD,2021,Vitamin A deficiency,FEMALE,0
COD,2021,Liver cancer,FEMALE,2.11
COD,2021,Bladder cancer,FEMALE,0.35
COD,2021,Larynx cancer,FEMALE,0.09
COD,2021,Thalassaemias,FEMALE,0.34
COD,2021,Bipolar disorder,FEMALE,0
COD,2021,Rheumatic heart disease,FEMALE,2.42
COD,2021,Urolithiasis,FEMALE,0.01
COD,2021,Back and neck pain,FEMALE,0
COD,2021,Oral conditions,FEMALE,0
COD,2021,Sudden infant death syndrome,FEMALE,0.67
COD,2021,Poisonings,FEMALE,0.93
COD,2021,"Fire, heat and hot substances",FEMALE,3.27
COD,2021,Collective violence and legal intervention,FEMALE,1.59
COD,2021,Syphilis,FEMALE,5.66
COD,2021,Diphtheria,FEMALE,0.17
COD,2021,African trypanosomiasis,FEMALE,0.13
COD,2021,Cysticercosis,FEMALE,1.33
COD,2021,Rabies,FEMALE,0.17
COD,2021,Otitis media,FEMALE,0.01
COD,2021,Preterm birth complications,FEMALE,42.93
COD,2021,"Trachea, bronchus, lung cancers",FEMALE,0.78
COD,2021,Leukaemia,FEMALE,1.06
COD,2021,Alcohol use disorders,FEMALE,0.41
COD,2021,Alzheimer disease and other dementias,FEMALE,9.88
COD,2021,Cataracts,FEMALE,0
COD,2021,Ischaemic heart disease,FEMALE,32.84
COD,2021,Peptic ulcer disease,FEMALE,2.21
COD,2021,Infertility,FEMALE,0
COD,2021,Congenital anomalies,FEMALE,12
COD,2021,Natural disasters,FEMALE,0.05
COD,2021,Gonorrhoea,FEMALE,0.01
COD,2021,Tetanus,FEMALE,0.75
COD,2021,Acute hepatitis A,FEMALE,0.15
COD,2021,Schistosomiasis,FEMALE,1.64
COD,2021,Ascariasis,FEMALE,0.28
COD,2021,COVID-19,FEMALE,21.85
COD,2021,Neonatal sepsis and infections,FEMALE,5.7
COD,2021,Breast cancer,FEMALE,9.01
COD,2021,Mesothelioma,FEMALE,0.01
COD,2021,Anxiety disorders,FEMALE,0
COD,2021,Epilepsy,FEMALE,1.78
COD,2021,Macular degeneration,FEMALE,0
COD,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,6.95
COD,2021,Appendicitis,FEMALE,0.39
COD,2021,Gallbladder and biliary diseases,FEMALE,0.73
COD,2021,Skin diseases,FEMALE,1.73
COD,2021,Diarrhoeal diseases,FEMALE,30.73
COD,2021,Encephalitis,FEMALE,0.78
COD,2021,Acute hepatitis C,FEMALE,0.03
COD,2021,Lymphatic filariasis,FEMALE,0
COD,2021,Hookworm disease,FEMALE,0
COD,2021,Oesophagus cancer,FEMALE,1
COD,2021,Corpus uteri cancer,FEMALE,0.34
COD,2021,Gallbladder and biliary tract cancer,FEMALE,0.1
COD,2021,Autism and Asperger syndrome,FEMALE,0
COD,2021,Migraine,FEMALE,0
COD,2021,Other hearing loss,FEMALE,0
COD,2021,Rheumatoid arthritis,FEMALE,0.03
COD,2021,Road injury,FEMALE,10.64
COD,2021,Interpersonal violence,FEMALE,5.25
COD,2021,Whooping cough,FEMALE,7.85
COD,2021,Malaria,FEMALE,71.99
COD,2021,Trachoma,FEMALE,0
COD,2021,Upper respiratory infections,FEMALE,1.59
COD,2021,Iodine deficiency,FEMALE,0
COD,2021,Iron-deficiency anaemia,FEMALE,0
COD,2021,Colon and rectum cancers,FEMALE,2.41
COD,2021,Prostate cancer,FEMALE,0
COD,2021,Depressive disorders,FEMALE,0
COD,2021,Idiopathic intellectual disability,FEMALE,0
COD,2021,Asthma,FEMALE,9.42
COD,2021,Pancreatitis,FEMALE,0.1
COD,2021,Benign prostatic hyperplasia,FEMALE,0
COD,2021,Gout,FEMALE,0
COD,2021,Falls,FEMALE,3.85
COD,2021,Chlamydia,FEMALE,0.03
COD,2021,Measles,FEMALE,17.74
COD,2021,Chagas disease,FEMALE,0
COD,2021,Food-bourne trematodes,FEMALE,0
COD,2021,Leprosy,FEMALE,0
COD,2021,Maternal conditions,FEMALE,32.87
COD,2021,Birth asphyxia and birth trauma,FEMALE,24.94
COD,2021,Pancreas cancer,FEMALE,0.66
COD,2021,Melanoma and other skin cancers,FEMALE,0.52
COD,2021,Brain and nervous system cancers,FEMALE,0.35
COD,2021,Thyroid cancer,FEMALE,0.22
COD,2021,"Lymphomas, multiple myeloma",FEMALE,1.79
COD,2021,Sickle cell disorders and trait,FEMALE,7.05
COD,2021,Schizophrenia,FEMALE,0
COD,2021,Glaucoma,FEMALE,0
COD,2021,Hypertensive heart disease,FEMALE,31.42
COD,2021,Paralytic ileus and intestinal obstruction,FEMALE,2.41
COD,2021,Drowning,FEMALE,4.46
COG,2021,Encephalitis,FEMALE,0.31
COG,2021,Acute hepatitis A,FEMALE,0.15
COG,2021,Lymphatic filariasis,FEMALE,0
COG,2021,Ascariasis,FEMALE,0.04
COG,2021,Hookworm disease,FEMALE,0
COG,2021,COVID-19,FEMALE,24.86
COG,2021,Neonatal sepsis and infections,FEMALE,2.62
COG,2021,Breast cancer,FEMALE,7.78
COG,2021,Gallbladder and biliary tract cancer,FEMALE,0.02
COG,2021,Mesothelioma,FEMALE,0
COG,2021,Anxiety disorders,FEMALE,0
COG,2021,Epilepsy,FEMALE,1.14
COG,2021,Macular degeneration,FEMALE,0
COG,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,4.45
COG,2021,Appendicitis,FEMALE,0.15
COG,2021,Skin diseases,FEMALE,1.68
COG,2021,Diarrhoeal diseases,FEMALE,14.3
COG,2021,Acute hepatitis C,FEMALE,0.03
COG,2021,Iodine deficiency,FEMALE,0
COG,2021,Oesophagus cancer,FEMALE,0.19
COG,2021,Colon and rectum cancers,FEMALE,1.94
COG,2021,Corpus uteri cancer,FEMALE,0.21
COG,2021,Prostate cancer,FEMALE,0
COG,2021,Autism and Asperger syndrome,FEMALE,0
COG,2021,Migraine,FEMALE,0
COG,2021,Other hearing loss,FEMALE,0
COG,2021,Rheumatoid arthritis,FEMALE,0.02
COG,2021,Road injury,FEMALE,7.14
COG,2021,Interpersonal violence,FEMALE,3.76
COG,2021,Whooping cough,FEMALE,1.53
COG,2021,Malaria,FEMALE,35.73
COG,2021,Trachoma,FEMALE,0
COG,2021,Upper respiratory infections,FEMALE,0.29
COG,2021,Iron-deficiency anaemia,FEMALE,0
COG,2021,Pancreas cancer,FEMALE,0.68
COG,2021,"Lymphomas, multiple myeloma",FEMALE,1.11
COG,2021,Depressive disorders,FEMALE,0
COG,2021,Schizophrenia,FEMALE,0
COG,2021,Idiopathic intellectual disability,FEMALE,0
COG,2021,Glaucoma,FEMALE,0
COG,2021,Asthma,FEMALE,5.26
COG,2021,Paralytic ileus and intestinal obstruction,FEMALE,1.25
COG,2021,Pancreatitis,FEMALE,0.1
COG,2021,Benign prostatic hyperplasia,FEMALE,0
COG,2021,Gout,FEMALE,0
COG,2021,Falls,FEMALE,2.73
COG,2021,Chlamydia,FEMALE,0.03
COG,2021,Measles,FEMALE,0.29
COG,2021,Acute hepatitis E,FEMALE,0.01
COG,2021,Chagas disease,FEMALE,0
COG,2021,Food-bourne trematodes,FEMALE,0
COG,2021,Leprosy,FEMALE,0
COG,2021,Maternal conditions,FEMALE,15.22
COG,2021,Birth asphyxia and birth trauma,FEMALE,12.18
COG,2021,Melanoma and other skin cancers,FEMALE,0.31
COG,2021,Brain and nervous system cancers,FEMALE,0.15
COG,2021,Thyroid cancer,FEMALE,0.03
COG,2021,Sickle cell disorders and trait,FEMALE,1.92
COG,2021,Drug use disorders,FEMALE,0.05
COG,2021,Parkinson disease,FEMALE,1.07
COG,2021,Uncorrected refractive errors,FEMALE,0
COG,2021,Hypertensive heart disease,FEMALE,26.54
COG,2021,Stroke,FEMALE,48.71
COG,2021,Cirrhosis of the liver,FEMALE,11.83
COG,2021,Drowning,FEMALE,1.53
COG,2021,Trichomoniasis,FEMALE,0
COG,2021,Meningitis,FEMALE,4.67
COG,2021,Leishmaniasis,FEMALE,0
COG,2021,Echinococcosis,FEMALE,0.02
COG,2021,Yellow fever,FEMALE,0.21
COG,2021,Trichuriasis,FEMALE,0
COG,2021,Mouth and oropharynx cancers,FEMALE,0.44
COG,2021,Cervix uteri cancer,FEMALE,9.44
COG,2021,Testicular cancer,FEMALE,0
COG,2021,Kidney cancer,FEMALE,0.33
COG,2021,Diabetes mellitus,FEMALE,18.53
COG,2021,Eating disorders,FEMALE,0
COG,2021,Multiple sclerosis,FEMALE,0.02
COG,2021,Other vision loss,FEMALE,0
COG,2021,Gynecological diseases,FEMALE,0.26
COG,2021,HIV/AIDS,FEMALE,155.37
COG,2021,Acute hepatitis B,FEMALE,0.62
COG,2021,Onchocerciasis,FEMALE,0
COG,2021,Protein-energy malnutrition,FEMALE,2.83
COG,2021,Stomach cancer,FEMALE,1.88
COG,2021,Ovary cancer,FEMALE,1.52
COG,2021,Childhood behavioural disorders,FEMALE,0
COG,2021,Non-migraine headache,FEMALE,0
COG,2021,Chronic obstructive pulmonary disease,FEMALE,9.62
COG,2021,Gastritis and duodenitis,FEMALE,0.53
COG,2021,Inflammatory bowel disease,FEMALE,0.11
COG,2021,Kidney diseases,FEMALE,15.59
COG,2021,Osteoarthritis,FEMALE,0
COG,2021,Poisonings,FEMALE,0.46
COG,2021,Exposure to mechanical forces,FEMALE,0.41
COG,2021,Self-harm,FEMALE,3.32
COG,2021,Collective violence and legal intervention,FEMALE,0.12
COG,2021,Tuberculosis,FEMALE,99.51
COG,2021,Genital herpes,FEMALE,0
COG,2021,Dengue,FEMALE,0
COG,2021,Lower respiratory infections,FEMALE,33.1
COG,2021,Vitamin A deficiency,FEMALE,0
COG,2021,Liver cancer,FEMALE,2.65
COG,2021,Bladder cancer,FEMALE,0.19
COG,2021,Larynx cancer,FEMALE,0.06
COG,2021,Thalassaemias,FEMALE,0.15
COG,2021,Bipolar disorder,FEMALE,0
COG,2021,Rheumatic heart disease,FEMALE,1.83
COG,2021,Urolithiasis,FEMALE,0.03
COG,2021,Back and neck pain,FEMALE,0
COG,2021,Oral conditions,FEMALE,0
COG,2021,Sudden infant death syndrome,FEMALE,0.19
COG,2021,"Fire, heat and hot substances",FEMALE,2.02
COG,2021,Syphilis,FEMALE,1.86
COG,2021,Gonorrhoea,FEMALE,0.01
COG,2021,Diphtheria,FEMALE,0.02
COG,2021,Tetanus,FEMALE,0.16
COG,2021,African trypanosomiasis,FEMALE,0.92
COG,2021,Schistosomiasis,FEMALE,0.92
COG,2021,Cysticercosis,FEMALE,0.53
COG,2021,Rabies,FEMALE,0.04
COG,2021,Otitis media,FEMALE,0
COG,2021,Preterm birth complications,FEMALE,22.71
COG,2021,"Trachea, bronchus, lung cancers",FEMALE,0.59
COG,2021,Leukaemia,FEMALE,1.24
COG,2021,Alcohol use disorders,FEMALE,0.51
COG,2021,Alzheimer disease and other dementias,FEMALE,7.68
COG,2021,Cataracts,FEMALE,0
COG,2021,Ischaemic heart disease,FEMALE,43.5
COG,2021,Peptic ulcer disease,FEMALE,1.82
COG,2021,Gallbladder and biliary diseases,FEMALE,0.97
COG,2021,Infertility,FEMALE,0
COG,2021,Congenital anomalies,FEMALE,6.95
COG,2021,Natural disasters,FEMALE,0.57
COL,2021,Encephalitis,FEMALE,0.06
COL,2021,Lymphatic filariasis,FEMALE,0
COL,2021,Hookworm disease,FEMALE,0
COL,2021,Oesophagus cancer,FEMALE,0.85
COL,2021,Corpus uteri cancer,FEMALE,2.16
COL,2021,Gallbladder and biliary tract cancer,FEMALE,3.22
COL,2021,Mesothelioma,FEMALE,0.12
COL,2021,Autism and Asperger syndrome,FEMALE,0
COL,2021,Migraine,FEMALE,0
COL,2021,Other hearing loss,FEMALE,0
COL,2021,Rheumatoid arthritis,FEMALE,0.81
COL,2021,Road injury,FEMALE,5.66
COL,2021,Interpersonal violence,FEMALE,6.34
COL,2021,Diarrhoeal diseases,FEMALE,1.7
COL,2021,Whooping cough,FEMALE,0
COL,2021,Acute hepatitis C,FEMALE,0.07
COL,2021,Iodine deficiency,FEMALE,0
COL,2021,Colon and rectum cancers,FEMALE,9.36
COL,2021,Prostate cancer,FEMALE,0
COL,2021,Depressive disorders,FEMALE,0
COL,2021,Idiopathic intellectual disability,FEMALE,0.04
COL,2021,Asthma,FEMALE,0.63
COL,2021,Pancreatitis,FEMALE,1.01
COL,2021,Benign prostatic hyperplasia,FEMALE,0
COL,2021,Gout,FEMALE,0
COL,2021,Falls,FEMALE,2.39
COL,2021,Syphilis,FEMALE,0.06
COL,2021,Diphtheria,FEMALE,0
COL,2021,African trypanosomiasis,FEMALE,0
COL,2021,Cysticercosis,FEMALE,0.1
COL,2021,Rabies,FEMALE,0
COL,2021,Otitis media,FEMALE,0.02
COL,2021,Preterm birth complications,FEMALE,3.14
COL,2021,"Trachea, bronchus, lung cancers",FEMALE,7.47
COL,2021,Leukaemia,FEMALE,3.25
COL,2021,Alcohol use disorders,FEMALE,0.04
COL,2021,Alzheimer disease and other dementias,FEMALE,9.69
COL,2021,Cataracts,FEMALE,0
COL,2021,Ischaemic heart disease,FEMALE,110.94
COL,2021,Peptic ulcer disease,FEMALE,1.75
COL,2021,Urolithiasis,FEMALE,0
COL,2021,Infertility,FEMALE,0
COL,2021,Back and neck pain,FEMALE,0.05
COL,2021,Congenital anomalies,FEMALE,4.89
COL,2021,Oral conditions,FEMALE,0.04
COL,2021,"Fire, heat and hot substances",FEMALE,0.16
COL,2021,Gonorrhoea,FEMALE,0
COL,2021,Tetanus,FEMALE,0.01
COL,2021,Acute hepatitis A,FEMALE,0.09
COL,2021,Schistosomiasis,FEMALE,0
COL,2021,Ascariasis,FEMALE,0.01
COL,2021,COVID-19,FEMALE,141.26
COL,2021,Neonatal sepsis and infections,FEMALE,1.24
COL,2021,Breast cancer,FEMALE,15.5
COL,2021,Anxiety disorders,FEMALE,0
COL,2021,Epilepsy,FEMALE,1.49
COL,2021,Macular degeneration,FEMALE,0
COL,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,2.87
COL,2021,Appendicitis,FEMALE,0.45
COL,2021,Gallbladder and biliary diseases,FEMALE,4.01
COL,2021,Skin diseases,FEMALE,3.67
COL,2021,Natural disasters,FEMALE,0.11
COL,2021,HIV/AIDS,FEMALE,2.18
COL,2021,Acute hepatitis B,FEMALE,0.07
COL,2021,Onchocerciasis,FEMALE,0
COL,2021,Yellow fever,FEMALE,0.01
COL,2021,Protein-energy malnutrition,FEMALE,4.16
COL,2021,Stomach cancer,FEMALE,8.79
COL,2021,Cervix uteri cancer,FEMALE,8.81
COL,2021,Ovary cancer,FEMALE,4.3
COL,2021,Diabetes mellitus,FEMALE,16.89
COL,2021,Eating disorders,FEMALE,0
COL,2021,Childhood behavioural disorders,FEMALE,0
COL,2021,Multiple sclerosis,FEMALE,0.19
COL,2021,Other vision loss,FEMALE,0
COL,2021,Inflammatory bowel disease,FEMALE,0.23
COL,2021,Exposure to mechanical forces,FEMALE,0.12
COL,2021,Self-harm,FEMALE,2.09
COL,2021,Tuberculosis,FEMALE,2.96
COL,2021,Genital herpes,FEMALE,0
COL,2021,Dengue,FEMALE,0.02
COL,2021,Lower respiratory infections,FEMALE,20.13
COL,2021,Vitamin A deficiency,FEMALE,0
COL,2021,Liver cancer,FEMALE,3.79
COL,2021,Bladder cancer,FEMALE,0.84
COL,2021,Larynx cancer,FEMALE,0.2
COL,2021,Thalassaemias,FEMALE,0.01
COL,2021,Bipolar disorder,FEMALE,0.02
COL,2021,Non-migraine headache,FEMALE,0
COL,2021,Rheumatic heart disease,FEMALE,0.12
COL,2021,Chronic obstructive pulmonary disease,FEMALE,25.02
COL,2021,Gastritis and duodenitis,FEMALE,1
COL,2021,Kidney diseases,FEMALE,11.53
COL,2021,Osteoarthritis,FEMALE,0.24
COL,2021,Sudden infant death syndrome,FEMALE,0.16
COL,2021,Poisonings,FEMALE,0.07
COL,2021,Collective violence and legal intervention,FEMALE,0.26
COL,2021,Chlamydia,FEMALE,0
COL,2021,Measles,FEMALE,0
COL,2021,Malaria,FEMALE,0.02
COL,2021,Chagas disease,FEMALE,0.3
COL,2021,Trachoma,FEMALE,0
COL,2021,Food-bourne trematodes,FEMALE,0
COL,2021,Leprosy,FEMALE,0.01
COL,2021,Upper respiratory infections,FEMALE,0.12
COL,2021,Maternal conditions,FEMALE,2.27
COL,2021,Iron-deficiency anaemia,FEMALE,0.6
COL,2021,Pancreas cancer,FEMALE,4.79
COL,2021,Thyroid cancer,FEMALE,1.52
COL,2021,"Lymphomas, multiple myeloma",FEMALE,4.33
COL,2021,Sickle cell disorders and trait,FEMALE,0.18
